,"(117, 117)","(96, 25)","(144, 108)","(147, 2)","(114, 117)","(147, 108)","(146, 108)","(144, 2)","(145, 108)","(145, 2)","(116, 117)","(115, 117)"
0,50,55,120,6,20,14,4,15,4,3,4,5
